Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:5 Var:4,500.0,44.0,999,5,4
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:5 Var:4,500.0,16.0,999,5,4
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:5 Var:4,500.0,44.0,999,5,4
"SWM (z:2.5759,a:3,10)",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"TM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"WM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"CTM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"SWM (z:2.5759,a:3,15)",z:2.5759 alpha:3,MG:5 Var:4,500.0,12.0,999,5,4
"TM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,15.0,999,5,4
"WM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,15.0,999,5,4
"CTM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"SWM (z:2.5759,a:3,20)",z:2.5759 alpha:3,MG:5 Var:4,500.0,39.0,999,5,4
"TM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,39.0,999,5,4
"WM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,39.0,999,5,4
"CTM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"SWM (z:2.5759,a:3,25)",z:2.5759 alpha:3,MG:5 Var:4,500.0,93.0,999,5,4
"TM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"WM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"CTM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"SWM (z:2.5759,a:3,30)",z:2.5759 alpha:3,MG:5 Var:4,500.0,52.0,999,5,4
"TM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,14.0,999,5,4
"WM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,15.0,999,5,4
"CTM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"WM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,39.0,999,5,4
"CTM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"WM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,9.0,999,5,4
"CTM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"WM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,14.0,999,5,4
"CTM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"WM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,39.0,999,5,4
"CTM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:-5 Var:4,60.6,2.0,999,5,4
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:4,301.0,2.0,999,5,4
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:-5 Var:4,153.0,5.0,999,5,4
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:4,301.0,2.0,999,5,4
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:-5 Var:4,500.0,8.0,999,5,4
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,6.0,999,5,4
"WM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:-5 Var:4,500.0,8.0,999,5,4
"SWM (z:1.6449,a:1.5,10)",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"TM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"SWM (z:1.6449,a:1.5,15)",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"TM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"SWM (z:1.6449,a:1.5,20)",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,10.0,999,5,4
"TM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,9.0,999,5,4
"WM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,11.0,999,5,4
"SWM (z:1.6449,a:1.5,25)",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,15.0,999,5,4
"TM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"SWM (z:1.6449,a:1.5,30)",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,20.0,999,5,4
"TM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"WM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,11.0,999,5,4
"WM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,10.0,999,5,4
"WM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,10.0,999,5,4
"CTM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:-5 Var:4,500.0,13.0,999,5,4
"SWM (z:1.6449,a:2,10)",z:1.6449 alpha:2,MG:-5 Var:4,500.0,8.0,999,5,4
"TM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,9.0,999,5,4
"SWM (z:1.6449,a:2,15)",z:1.6449 alpha:2,MG:-5 Var:4,500.0,10.0,999,5,4
"TM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,10.0,999,5,4
"WM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,10.0,999,5,4
"CTM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,15.0,999,5,4
"SWM (z:1.6449,a:2,20)",z:1.6449 alpha:2,MG:-5 Var:4,500.0,18.0,999,5,4
"TM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,16.0,999,5,4
"WM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,15.0,999,5,4
"CTM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,20.0,999,5,4
"SWM (z:1.6449,a:2,25)",z:1.6449 alpha:2,MG:-5 Var:4,500.0,20.0,999,5,4
"TM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,9.0,999,5,4
"SWM (z:1.6449,a:2,30)",z:1.6449 alpha:2,MG:-5 Var:4,500.0,23.0,999,5,4
"TM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,10.0,999,5,4
"WM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,28.0,999,5,4
"WM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,13.0,999,5,4
"CTM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,23.0,999,5,4
"WM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,7.0,999,5,4
"CTM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,27.0,999,5,4
"WM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,11.0,999,5,4
"CTM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,29.0,999,5,4
"WM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,17.0,999,5,4
"CTM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:-5 Var:4,500.0,34.0,999,5,4
"SWM (z:1.6449,a:2.5,10)",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,23.0,999,5,4
"TM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,9.0,999,5,4
"WM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,99.0,999,5,4
"SWM (z:1.6449,a:2.5,15)",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"TM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"WM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,106.0,999,5,4
"SWM (z:1.6449,a:2.5,20)",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,29.0,999,5,4
"TM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,23.0,999,5,4
"WM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,23.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,111.0,999,5,4
"SWM (z:1.6449,a:2.5,25)",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,38.0,999,5,4
"TM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,9.0,999,5,4
"WM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,101.0,999,5,4
"SWM (z:1.6449,a:2.5,30)",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,47.0,999,5,4
"TM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"WM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,268.0,999,5,4
"WM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,23.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,278.0,999,5,4
"WM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,28.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,23.0,999,5,4
"CTM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:3,10)",z:1.6449 alpha:3,MG:-5 Var:4,500.0,29.0,999,5,4
"TM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,99.0,999,5,4
"WM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,99.0,999,5,4
"CTM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:3,15)",z:1.6449 alpha:3,MG:-5 Var:4,500.0,106.0,999,5,4
"TM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,106.0,999,5,4
"WM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,106.0,999,5,4
"CTM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:3,20)",z:1.6449 alpha:3,MG:-5 Var:4,500.0,111.0,999,5,4
"TM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,272.0,999,5,4
"WM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,278.0,999,5,4
"CTM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:3,25)",z:1.6449 alpha:3,MG:-5 Var:4,500.0,116.0,999,5,4
"TM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,99.0,999,5,4
"WM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,99.0,999,5,4
"CTM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.6449,a:3,30)",z:1.6449 alpha:3,MG:-5 Var:4,500.0,120.0,999,5,4
"TM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,222.0,999,5,4
"WM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,106.0,999,5,4
"CTM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,277.0,999,5,4
"CTM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,60.0,999,5,4
"CTM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,222.0,999,5,4
"CTM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"WM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,226.0,999,5,4
"CTM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:-5 Var:4,500.0,400.0,999,5,4
"SWM (z:1.96,a:1,10)",z:1.96 alpha:1,MG:-5 Var:4,57.285714285714285,2.0,999,5,4
"TM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"WM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"CTM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:-5 Var:4,500.0,3.0,999,5,4
"SWM (z:1.96,a:1,15)",z:1.96 alpha:1,MG:-5 Var:4,57.857142857142854,5.0,999,5,4
"TM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"SWM (z:1.96,a:1,20)",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"TM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"CTM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,6.0,999,5,4
"SWM (z:1.96,a:1,25)",z:1.96 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"TM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"WM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"CTM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"SWM (z:1.96,a:1,30)",z:1.96 alpha:1,MG:-5 Var:4,500.0,8.0,999,5,4
"TM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.96,a:1,(0.15, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.96,a:1,(0.15, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.96,a:1,(0.2, 10))",z:1.96 alpha:1,MG:-5 Var:4,101.0,2.0,999,5,4
"CTM (z:1.96,a:1,(0.2, 10))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.96,a:1,(0.2, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.96,a:1,(0.2, 15))",z:1.96 alpha:1,MG:-5 Var:4,500.0,5.0,999,5,4
"WM (z:1.96,a:1,(0.2, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.96,a:1,(0.2, 20))",z:1.96 alpha:1,MG:-5 Var:4,500.0,7.0,999,5,4
"SWM (z:1.96,a:1.5,10)",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"TM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"SWM (z:1.96,a:1.5,15)",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"TM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"WM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"SWM (z:1.96,a:1.5,20)",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,10.0,999,5,4
"TM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,9.0,999,5,4
"WM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"CTM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,11.0,999,5,4
"SWM (z:1.96,a:1.5,25)",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,15.0,999,5,4
"TM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"WM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,4.0,999,5,4
"CTM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"SWM (z:1.96,a:1.5,30)",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,19.0,999,5,4
"TM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
"WM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,6.0,999,5,4
"CTM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,8.0,999,5,4
"WM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,9.0,999,5,4
"CTM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,11.0,999,5,4
"WM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,5.0,999,5,4
"CTM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:-5 Var:4,500.0,7.0,999,5,4
